idx,code,ast,label
170,"from typing import List, Any


def filter_integers(values: List[Any]) -> List[int]:
    return [v for v in values if isinstance(v,int)]","module::left import_from_statement::left from dotted_name::left typing dotted_name::right import dotted_name::left List dotted_name::right , dotted_name::left Any dotted_name::right import_from_statement::right function_definition::left def filter_integers parameters::left ( typed_parameter::left values : type::left generic_type::left List type_parameter::left [ type::left Any type::right ] type_parameter::right generic_type::right type::right typed_parameter::right ) parameters::right -> type::left generic_type::left List type_parameter::left [ type::left int type::right ] type_parameter::right generic_type::right type::right : block::left return_statement::left return list_comprehension::left [ v for_in_clause::left for v in values for_in_clause::right if_clause::left if call::left isinstance argument_list::left ( v , int ) argument_list::right call::right if_clause::right ] list_comprehension::right return_statement::right block::right function_definition::right module::right",lm
171,"from typing import List

def string_xor(a: str, b: str) -> str:
    """""" Input are two strings a and b consisting only of 1s and 0s.
    Perform binary XOR on these inputs and return result also as a string.
    >>> string_xor('010', '110')
    '100'
    """"""

    xored_string = """"
    for i in range(len(a)):
        if a[i] == b[i]:
            xored_string += '0'
        else:
            xored_string += '1'
    return xored_string","module::left import_from_statement::left from dotted_name::left typing dotted_name::right import dotted_name::left List dotted_name::right import_from_statement::right function_definition::left def string_xor parameters::left ( typed_parameter::left a : type::left str type::right typed_parameter::right , typed_parameter::left b : type::left str type::right typed_parameter::right ) parameters::right -> type::left str type::right : block::left expression_statement::left string::left """"""  Input are two strings a and b consisting only of 1s and 0s.
    Perform binary XOR on these inputs and return result also as a string.
    >>> string_xor('010', '110')
    '100'
     """""" string::right expression_statement::right expression_statement::left assignment::left xored_string = string::left "" "" string::right assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( call::left len argument_list::left ( a ) argument_list::right call::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left subscript::left a [ i ] subscript::right == subscript::left b [ i ] subscript::right comparison_operator::right : block::left expression_statement::left augmented_assignment::left xored_string += string::left ' 0 ' string::right augmented_assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left augmented_assignment::left xored_string += string::left ' 1 ' string::right augmented_assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right for_statement::right return_statement::left return xored_string return_statement::right block::right function_definition::right module::right",lm
172,"def strange_sort_list(lst):
    new_lst = []
    while lst:
        mn = min(lst)
        mx = max(lst)
        new_lst.append(mn)
        new_lst.append(mx)
        lst.remove(mn)
        lst.remove(mx)
    return new_lst",module::left function_definition::left def strange_sort_list parameters::left ( lst ) parameters::right : block::left expression_statement::left assignment::left new_lst = list::left [ ] list::right assignment::right expression_statement::right while_statement::left while lst : block::left expression_statement::left assignment::left mn = call::left min argument_list::left ( lst ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left mx = call::left max argument_list::left ( lst ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left call::left attribute::left new_lst . append attribute::right argument_list::left ( mn ) argument_list::right call::right expression_statement::right expression_statement::left call::left attribute::left new_lst . append attribute::right argument_list::left ( mx ) argument_list::right call::right expression_statement::right expression_statement::left call::left attribute::left lst . remove attribute::right argument_list::left ( mn ) argument_list::right call::right expression_statement::right expression_statement::left call::left attribute::left lst . remove attribute::right argument_list::left ( mx ) argument_list::right call::right expression_statement::right block::right while_statement::right return_statement::left return new_lst return_statement::right block::right function_definition::right module::right,lm
173,"def get_closest_vowel(word):
    if len(word) < 3:
        return """"

    vowels = {""a"", ""e"", ""i"", ""o"", ""u"", ""A"", ""E"", 'O', 'U', 'I'}
    for i in range(len(word)-2, 0, -1):
        if word[i] in vowels:
            if (word[i+1] not in vowels) and (word[i-1] not in vowels):
                return word[i]
    return """"
","module::left function_definition::left def get_closest_vowel parameters::left ( word ) parameters::right : block::left if_statement::left if comparison_operator::left call::left len argument_list::left ( word ) argument_list::right call::right < 3 comparison_operator::right : block::left return_statement::left return string::left "" "" string::right return_statement::right block::right if_statement::right expression_statement::left assignment::left vowels = set::left { string::left "" a "" string::right , string::left "" e "" string::right , string::left "" i "" string::right , string::left "" o "" string::right , string::left "" u "" string::right , string::left "" A "" string::right , string::left "" E "" string::right , string::left ' O ' string::right , string::left ' U ' string::right , string::left ' I ' string::right } set::right assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( binary_operator::left call::left len argument_list::left ( word ) argument_list::right call::right - 2 binary_operator::right , 0 , unary_operator::left - 1 unary_operator::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left subscript::left word [ i ] subscript::right in vowels comparison_operator::right : block::left if_statement::left if boolean_operator::left parenthesized_expression::left ( comparison_operator::left subscript::left word [ binary_operator::left i + 1 binary_operator::right ] subscript::right not in vowels comparison_operator::right ) parenthesized_expression::right and parenthesized_expression::left ( comparison_operator::left subscript::left word [ binary_operator::left i - 1 binary_operator::right ] subscript::right not in vowels comparison_operator::right ) parenthesized_expression::right boolean_operator::right : block::left return_statement::left return subscript::left word [ i ] subscript::right return_statement::right block::right if_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return string::left "" "" string::right return_statement::right block::right function_definition::right module::right",human
174,"def is_simple_power(x, n):
    # Check if n is greater than 1
    if n <= 1:
        return False

    # Check if x is a power of n
    while x % n == 0:
        x //= n

    # If x is 1, then it is a simple power of n
    return x == 1","module::left function_definition::left def is_simple_power parameters::left ( x , n ) parameters::right : # Check if n is greater than 1 block::left if_statement::left if comparison_operator::left n <= 1 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right # Check if x is a power of n while_statement::left while comparison_operator::left binary_operator::left x % n binary_operator::right == 0 comparison_operator::right : block::left expression_statement::left augmented_assignment::left x //= n augmented_assignment::right expression_statement::right block::right while_statement::right # If x is 1, then it is a simple power of n return_statement::left return comparison_operator::left x == 1 comparison_operator::right return_statement::right block::right function_definition::right module::right",lm
175,"def cycpattern_check(a , b):
    concat = b+b
    if concat.find(a) != -1:
        return True
    return False","module::left function_definition::left def cycpattern_check parameters::left ( a , b ) parameters::right : block::left expression_statement::left assignment::left concat = binary_operator::left b + b binary_operator::right assignment::right expression_statement::right if_statement::left if comparison_operator::left call::left attribute::left concat . find attribute::right argument_list::left ( a ) argument_list::right call::right != unary_operator::left - 1 unary_operator::right comparison_operator::right : block::left return_statement::left return True return_statement::right block::right if_statement::right return_statement::left return False return_statement::right block::right function_definition::right module::right",lm
176,"def intersection(interval1, interval2):
    def is_prime(num):
        if num == 1 or num == 0:
            return False
        if num == 2:
            return True
        for i in range(2, num):
            if num%i == 0:
                return False
        return True

    l = max(interval1[0], interval2[0])
    r = min(interval1[1], interval2[1])
    length = r - l
    if length > 0 and is_prime(length):
        return ""YES""
    return ""NO""
","module::left function_definition::left def intersection parameters::left ( interval1 , interval2 ) parameters::right : block::left function_definition::left def is_prime parameters::left ( num ) parameters::right : block::left if_statement::left if boolean_operator::left comparison_operator::left num == 1 comparison_operator::right or comparison_operator::left num == 0 comparison_operator::right boolean_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right if_statement::left if comparison_operator::left num == 2 comparison_operator::right : block::left return_statement::left return True return_statement::right block::right if_statement::right for_statement::left for i in call::left range argument_list::left ( 2 , num ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left binary_operator::left num % i binary_operator::right == 0 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return True return_statement::right block::right function_definition::right expression_statement::left assignment::left l = call::left max argument_list::left ( subscript::left interval1 [ 0 ] subscript::right , subscript::left interval2 [ 0 ] subscript::right ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left r = call::left min argument_list::left ( subscript::left interval1 [ 1 ] subscript::right , subscript::left interval2 [ 1 ] subscript::right ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left length = binary_operator::left r - l binary_operator::right assignment::right expression_statement::right if_statement::left if boolean_operator::left comparison_operator::left length > 0 comparison_operator::right and call::left is_prime argument_list::left ( length ) argument_list::right call::right boolean_operator::right : block::left return_statement::left return string::left "" YES "" string::right return_statement::right block::right if_statement::right return_statement::left return string::left "" NO "" string::right return_statement::right block::right function_definition::right module::right",human
177,"def prime_fib(n: int):
    """"""
    prime_fib returns n-th number that is a Fibonacci number and it's also prime.
    >>> prime_fib(1)
    2
    >>> prime_fib(2)
    3
    >>> prime_fib(3)
    5
    >>> prime_fib(4)
    13
    >>> prime_fib(5)
    89
    """"""
    def is_prime(num):
        if num <= 1:
            return False

        if num <= 3:
            return True

        if num % 2 == 0 or num % 3 == 0:
            return False

        i = 5
        while i * i <= num:
            if num % i == 0 or num % (i + 2) == 0:
                return False
            i += 6

        return True

    fib_sequence = [0, 1]
    while len(fib_sequence) < n:
        next_fib = fib_sequence[-1] + fib_sequence[-2]
        fib_sequence.append(next_fib)

    for fib in fib_sequence:
        if is_prime(fib):
            return fib

    return -1","module::left function_definition::left def prime_fib parameters::left ( typed_parameter::left n : type::left int type::right typed_parameter::right ) parameters::right : block::left expression_statement::left string::left """""" 
    prime_fib returns n-th number that is a Fibonacci number and it's also prime.
    >>> prime_fib(1)
    2
    >>> prime_fib(2)
    3
    >>> prime_fib(3)
    5
    >>> prime_fib(4)
    13
    >>> prime_fib(5)
    89
     """""" string::right expression_statement::right function_definition::left def is_prime parameters::left ( num ) parameters::right : block::left if_statement::left if comparison_operator::left num <= 1 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right if_statement::left if comparison_operator::left num <= 3 comparison_operator::right : block::left return_statement::left return True return_statement::right block::right if_statement::right if_statement::left if boolean_operator::left comparison_operator::left binary_operator::left num % 2 binary_operator::right == 0 comparison_operator::right or comparison_operator::left binary_operator::left num % 3 binary_operator::right == 0 comparison_operator::right boolean_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right expression_statement::left assignment::left i = 5 assignment::right expression_statement::right while_statement::left while comparison_operator::left binary_operator::left i * i binary_operator::right <= num comparison_operator::right : block::left if_statement::left if boolean_operator::left comparison_operator::left binary_operator::left num % i binary_operator::right == 0 comparison_operator::right or comparison_operator::left binary_operator::left num % parenthesized_expression::left ( binary_operator::left i + 2 binary_operator::right ) parenthesized_expression::right binary_operator::right == 0 comparison_operator::right boolean_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right expression_statement::left augmented_assignment::left i += 6 augmented_assignment::right expression_statement::right block::right while_statement::right return_statement::left return True return_statement::right block::right function_definition::right expression_statement::left assignment::left fib_sequence = list::left [ 0 , 1 ] list::right assignment::right expression_statement::right while_statement::left while comparison_operator::left call::left len argument_list::left ( fib_sequence ) argument_list::right call::right < n comparison_operator::right : block::left expression_statement::left assignment::left next_fib = binary_operator::left subscript::left fib_sequence [ unary_operator::left - 1 unary_operator::right ] subscript::right + subscript::left fib_sequence [ unary_operator::left - 2 unary_operator::right ] subscript::right binary_operator::right assignment::right expression_statement::right expression_statement::left call::left attribute::left fib_sequence . append attribute::right argument_list::left ( next_fib ) argument_list::right call::right expression_statement::right block::right while_statement::right for_statement::left for fib in fib_sequence : block::left if_statement::left if call::left is_prime argument_list::left ( fib ) argument_list::right call::right : block::left return_statement::left return fib return_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return unary_operator::left - 1 unary_operator::right return_statement::right block::right function_definition::right module::right",lm
178,"def correct_bracketing(brackets: str):
    """""" brackets is a string of ""<"" and "">"".
    return True if every opening bracket has a corresponding closing bracket.

    >>> correct_bracketing(""<"")
    False
    >>> correct_bracketing(""<>"")
    True
    >>> correct_bracketing(""<<><>>"")
    True
    >>> correct_bracketing(""><<>"")
    False
    """"""
    stack = []
    for bracket in brackets:
        if bracket == ""<"":
            stack.append(bracket)
        elif bracket == "">"" and stack:
            stack.pop()
        else:
            return False
    return not stack","module::left function_definition::left def correct_bracketing parameters::left ( typed_parameter::left brackets : type::left str type::right typed_parameter::right ) parameters::right : block::left expression_statement::left string::left """"""  brackets is a string of ""<"" and "">"".
    return True if every opening bracket has a corresponding closing bracket.

    >>> correct_bracketing(""<"")
    False
    >>> correct_bracketing(""<>"")
    True
    >>> correct_bracketing(""<<><>>"")
    True
    >>> correct_bracketing(""><<>"")
    False
     """""" string::right expression_statement::right expression_statement::left assignment::left stack = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for bracket in brackets : block::left if_statement::left if comparison_operator::left bracket == string::left "" < "" string::right comparison_operator::right : block::left expression_statement::left call::left attribute::left stack . append attribute::right argument_list::left ( bracket ) argument_list::right call::right expression_statement::right block::right elif_clause::left elif boolean_operator::left comparison_operator::left bracket == string::left "" > "" string::right comparison_operator::right and stack boolean_operator::right : block::left expression_statement::left call::left attribute::left stack . pop attribute::right argument_list::left ( ) argument_list::right call::right expression_statement::right block::right elif_clause::right else_clause::left else : block::left return_statement::left return False return_statement::right block::right else_clause::right if_statement::right block::right for_statement::right return_statement::left return not_operator::left not stack not_operator::right return_statement::right block::right function_definition::right module::right",lm
179,"def anti_shuffle(s):
    return ' '.join([''.join(sorted(list(i))) for i in s.split(' ')])
",module::left function_definition::left def anti_shuffle parameters::left ( s ) parameters::right : block::left return_statement::left return call::left attribute::left string::left '   ' string::right . join attribute::right argument_list::left ( list_comprehension::left [ call::left attribute::left string::left ' ' string::right . join attribute::right argument_list::left ( call::left sorted argument_list::left ( call::left list argument_list::left ( i ) argument_list::right call::right ) argument_list::right call::right ) argument_list::right call::right for_in_clause::left for i in call::left attribute::left s . split attribute::right argument_list::left ( string::left '   ' string::right ) argument_list::right call::right for_in_clause::right ] list_comprehension::right ) argument_list::right call::right return_statement::right block::right function_definition::right module::right,human
180,"def is_prime(n):
    """"""Return true if a given number is prime, and false otherwise.
    >>> is_prime(6)
    False
    >>> is_prime(101)
    True
    >>> is_prime(11)
    True
    >>> is_prime(13441)
    True
    >>> is_prime(61)
    True
    >>> is_prime(4)
    False
    >>> is_prime(1)
    False
    """"""
    if n == 1:
        return False
    if n == 2 or n == 3:
        return True
    if n % 2 == 0:
        return False
    if n % 3 == 0:
        return False
    i = 5
    while i * i <= n:
        if n % i == 0:
            return False
        if n % (i + 2) == 0:
            return False
        i += 6
    return True","module::left function_definition::left def is_prime parameters::left ( n ) parameters::right : block::left expression_statement::left string::left """""" Return true if a given number is prime, and false otherwise.
    >>> is_prime(6)
    False
    >>> is_prime(101)
    True
    >>> is_prime(11)
    True
    >>> is_prime(13441)
    True
    >>> is_prime(61)
    True
    >>> is_prime(4)
    False
    >>> is_prime(1)
    False
     """""" string::right expression_statement::right if_statement::left if comparison_operator::left n == 1 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right if_statement::left if boolean_operator::left comparison_operator::left n == 2 comparison_operator::right or comparison_operator::left n == 3 comparison_operator::right boolean_operator::right : block::left return_statement::left return True return_statement::right block::right if_statement::right if_statement::left if comparison_operator::left binary_operator::left n % 2 binary_operator::right == 0 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right if_statement::left if comparison_operator::left binary_operator::left n % 3 binary_operator::right == 0 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right expression_statement::left assignment::left i = 5 assignment::right expression_statement::right while_statement::left while comparison_operator::left binary_operator::left i * i binary_operator::right <= n comparison_operator::right : block::left if_statement::left if comparison_operator::left binary_operator::left n % i binary_operator::right == 0 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right if_statement::left if comparison_operator::left binary_operator::left n % parenthesized_expression::left ( binary_operator::left i + 2 binary_operator::right ) parenthesized_expression::right binary_operator::right == 0 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right expression_statement::left augmented_assignment::left i += 6 augmented_assignment::right expression_statement::right block::right while_statement::right return_statement::left return True return_statement::right block::right function_definition::right module::right",lm
181,"def solution(lst):
    return sum([x for idx, x in enumerate(lst) if idx%2==0 and x%2==1])
","module::left function_definition::left def solution parameters::left ( lst ) parameters::right : block::left return_statement::left return call::left sum argument_list::left ( list_comprehension::left [ x for_in_clause::left for pattern_list::left idx , x pattern_list::right in call::left enumerate argument_list::left ( lst ) argument_list::right call::right for_in_clause::right if_clause::left if boolean_operator::left comparison_operator::left binary_operator::left idx % 2 binary_operator::right == 0 comparison_operator::right and comparison_operator::left binary_operator::left x % 2 binary_operator::right == 1 comparison_operator::right boolean_operator::right if_clause::right ] list_comprehension::right ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",human
182,"def special_factorial(n):
    fact_i = 1
    special_fact = 1
    for i in range(1, n+1):
        fact_i *= i
        special_fact *= fact_i
    return special_fact
","module::left function_definition::left def special_factorial parameters::left ( n ) parameters::right : block::left expression_statement::left assignment::left fact_i = 1 assignment::right expression_statement::right expression_statement::left assignment::left special_fact = 1 assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( 1 , binary_operator::left n + 1 binary_operator::right ) argument_list::right call::right : block::left expression_statement::left augmented_assignment::left fact_i *= i augmented_assignment::right expression_statement::right expression_statement::left augmented_assignment::left special_fact *= fact_i augmented_assignment::right expression_statement::right block::right for_statement::right return_statement::left return special_fact return_statement::right block::right function_definition::right module::right",human
183,"def largest_prime_factor(n: int):
    def is_prime(k):
        if k < 2:
            return False
        for i in range(2, k - 1):
            if k % i == 0:
                return False
        return True
    largest = 1
    for j in range(2, n + 1):
        if n % j == 0 and is_prime(j):
            largest = max(largest, j)
    return largest
","module::left function_definition::left def largest_prime_factor parameters::left ( typed_parameter::left n : type::left int type::right typed_parameter::right ) parameters::right : block::left function_definition::left def is_prime parameters::left ( k ) parameters::right : block::left if_statement::left if comparison_operator::left k < 2 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right for_statement::left for i in call::left range argument_list::left ( 2 , binary_operator::left k - 1 binary_operator::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left binary_operator::left k % i binary_operator::right == 0 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return True return_statement::right block::right function_definition::right expression_statement::left assignment::left largest = 1 assignment::right expression_statement::right for_statement::left for j in call::left range argument_list::left ( 2 , binary_operator::left n + 1 binary_operator::right ) argument_list::right call::right : block::left if_statement::left if boolean_operator::left comparison_operator::left binary_operator::left n % j binary_operator::right == 0 comparison_operator::right and call::left is_prime argument_list::left ( j ) argument_list::right call::right boolean_operator::right : block::left expression_statement::left assignment::left largest = call::left max argument_list::left ( largest , j ) argument_list::right call::right assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return largest return_statement::right block::right function_definition::right module::right",human
184,"def change_base(x: int, base: int):
    ret = """"
    while x > 0:
        ret = str(x % base) + ret
        x //= base
    return ret
","module::left function_definition::left def change_base parameters::left ( typed_parameter::left x : type::left int type::right typed_parameter::right , typed_parameter::left base : type::left int type::right typed_parameter::right ) parameters::right : block::left expression_statement::left assignment::left ret = string::left "" "" string::right assignment::right expression_statement::right while_statement::left while comparison_operator::left x > 0 comparison_operator::right : block::left expression_statement::left assignment::left ret = binary_operator::left call::left str argument_list::left ( binary_operator::left x % base binary_operator::right ) argument_list::right call::right + ret binary_operator::right assignment::right expression_statement::right expression_statement::left augmented_assignment::left x //= base augmented_assignment::right expression_statement::right block::right while_statement::right return_statement::left return ret return_statement::right block::right function_definition::right module::right",human
185,"def largest_smallest_integers(lst):
    a, b = None, None
    
    for n in lst:
        if n < 0:
            a = max(a, n) if a is not None else n
        elif n > 0:
            b = min(b, n) if b is not None else n
            
    return (a, b)","module::left function_definition::left def largest_smallest_integers parameters::left ( lst ) parameters::right : block::left expression_statement::left assignment::left pattern_list::left a , b pattern_list::right = expression_list::left None , None expression_list::right assignment::right expression_statement::right for_statement::left for n in lst : block::left if_statement::left if comparison_operator::left n < 0 comparison_operator::right : block::left expression_statement::left assignment::left a = conditional_expression::left call::left max argument_list::left ( a , n ) argument_list::right call::right if comparison_operator::left a is not None comparison_operator::right else n conditional_expression::right assignment::right expression_statement::right block::right elif_clause::left elif comparison_operator::left n > 0 comparison_operator::right : block::left expression_statement::left assignment::left b = conditional_expression::left call::left min argument_list::left ( b , n ) argument_list::right call::right if comparison_operator::left b is not None comparison_operator::right else n conditional_expression::right assignment::right expression_statement::right block::right elif_clause::right if_statement::right block::right for_statement::right return_statement::left return tuple::left ( a , b ) tuple::right return_statement::right block::right function_definition::right module::right",lm
186,"from typing import List


def has_close_elements(numbers: List[float], threshold: float) -> bool:
    for i in range(len(numbers)):
        for j in range(i + 1, len(numbers)):
            difference = abs(numbers[i] - numbers[j])
            if difference < threshold:
                return True
    return False","module::left import_from_statement::left from dotted_name::left typing dotted_name::right import dotted_name::left List dotted_name::right import_from_statement::right function_definition::left def has_close_elements parameters::left ( typed_parameter::left numbers : type::left generic_type::left List type_parameter::left [ type::left float type::right ] type_parameter::right generic_type::right type::right typed_parameter::right , typed_parameter::left threshold : type::left float type::right typed_parameter::right ) parameters::right -> type::left bool type::right : block::left for_statement::left for i in call::left range argument_list::left ( call::left len argument_list::left ( numbers ) argument_list::right call::right ) argument_list::right call::right : block::left for_statement::left for j in call::left range argument_list::left ( binary_operator::left i + 1 binary_operator::right , call::left len argument_list::left ( numbers ) argument_list::right call::right ) argument_list::right call::right : block::left expression_statement::left assignment::left difference = call::left abs argument_list::left ( binary_operator::left subscript::left numbers [ i ] subscript::right - subscript::left numbers [ j ] subscript::right binary_operator::right ) argument_list::right call::right assignment::right expression_statement::right if_statement::left if comparison_operator::left difference < threshold comparison_operator::right : block::left return_statement::left return True return_statement::right block::right if_statement::right block::right for_statement::right block::right for_statement::right return_statement::left return False return_statement::right block::right function_definition::right module::right",lm
187,"from typing import List


def factorize(n: int) -> List[int]:
    import math
    fact = []
    i = 2
    while i <= int(math.sqrt(n) + 1):
        if n % i == 0:
            fact.append(i)
            n //= i
        else:
            i += 1

    if n > 1:
        fact.append(n)
    return fact
",module::left import_from_statement::left from dotted_name::left typing dotted_name::right import dotted_name::left List dotted_name::right import_from_statement::right function_definition::left def factorize parameters::left ( typed_parameter::left n : type::left int type::right typed_parameter::right ) parameters::right -> type::left generic_type::left List type_parameter::left [ type::left int type::right ] type_parameter::right generic_type::right type::right : block::left import_statement::left import dotted_name::left math dotted_name::right import_statement::right expression_statement::left assignment::left fact = list::left [ ] list::right assignment::right expression_statement::right expression_statement::left assignment::left i = 2 assignment::right expression_statement::right while_statement::left while comparison_operator::left i <= call::left int argument_list::left ( binary_operator::left call::left attribute::left math . sqrt attribute::right argument_list::left ( n ) argument_list::right call::right + 1 binary_operator::right ) argument_list::right call::right comparison_operator::right : block::left if_statement::left if comparison_operator::left binary_operator::left n % i binary_operator::right == 0 comparison_operator::right : block::left expression_statement::left call::left attribute::left fact . append attribute::right argument_list::left ( i ) argument_list::right call::right expression_statement::right expression_statement::left augmented_assignment::left n //= i augmented_assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left augmented_assignment::left i += 1 augmented_assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right while_statement::right if_statement::left if comparison_operator::left n > 1 comparison_operator::right : block::left expression_statement::left call::left attribute::left fact . append attribute::right argument_list::left ( n ) argument_list::right call::right expression_statement::right block::right if_statement::right return_statement::left return fact return_statement::right block::right function_definition::right module::right,human
188,"def strlen(string: str) -> int:
    """""" Return length of given string
    >>> strlen('')
    0
    >>> strlen('abc')
    3
    """"""
    return len(string)","module::left function_definition::left def strlen parameters::left ( typed_parameter::left string : type::left str type::right typed_parameter::right ) parameters::right -> type::left int type::right : block::left expression_statement::left string::left """"""  Return length of given string
    >>> strlen('')
    0
    >>> strlen('abc')
    3
     """""" string::right expression_statement::right return_statement::left return call::left len argument_list::left ( string ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",lm
189,"def encode_shift(s: str):
    """"""
    returns encoded string by shifting every character by 5 in the alphabet.
    """"""
    return """".join([chr(((ord(ch) + 5 - ord(""a"")) % 26) + ord(""a"")) for ch in s])


def decode_shift(s: str):
    """"""
    takes as input string encoded with encode_shift function. Returns decoded string.
    """"""
    return """".join([chr(((ord(ch) - 5 - ord(""a"")) % 26) + ord(""a"")) for ch in s])","module::left function_definition::left def encode_shift parameters::left ( typed_parameter::left s : type::left str type::right typed_parameter::right ) parameters::right : block::left expression_statement::left string::left """""" 
    returns encoded string by shifting every character by 5 in the alphabet.
     """""" string::right expression_statement::right return_statement::left return call::left attribute::left string::left "" "" string::right . join attribute::right argument_list::left ( list_comprehension::left [ call::left chr argument_list::left ( binary_operator::left parenthesized_expression::left ( binary_operator::left parenthesized_expression::left ( binary_operator::left binary_operator::left call::left ord argument_list::left ( ch ) argument_list::right call::right + 5 binary_operator::right - call::left ord argument_list::left ( string::left "" a "" string::right ) argument_list::right call::right binary_operator::right ) parenthesized_expression::right % 26 binary_operator::right ) parenthesized_expression::right + call::left ord argument_list::left ( string::left "" a "" string::right ) argument_list::right call::right binary_operator::right ) argument_list::right call::right for_in_clause::left for ch in s for_in_clause::right ] list_comprehension::right ) argument_list::right call::right return_statement::right block::right function_definition::right function_definition::left def decode_shift parameters::left ( typed_parameter::left s : type::left str type::right typed_parameter::right ) parameters::right : block::left expression_statement::left string::left """""" 
    takes as input string encoded with encode_shift function. Returns decoded string.
     """""" string::right expression_statement::right return_statement::left return call::left attribute::left string::left "" "" string::right . join attribute::right argument_list::left ( list_comprehension::left [ call::left chr argument_list::left ( binary_operator::left parenthesized_expression::left ( binary_operator::left parenthesized_expression::left ( binary_operator::left binary_operator::left call::left ord argument_list::left ( ch ) argument_list::right call::right - 5 binary_operator::right - call::left ord argument_list::left ( string::left "" a "" string::right ) argument_list::right call::right binary_operator::right ) parenthesized_expression::right % 26 binary_operator::right ) parenthesized_expression::right + call::left ord argument_list::left ( string::left "" a "" string::right ) argument_list::right call::right binary_operator::right ) argument_list::right call::right for_in_clause::left for ch in s for_in_clause::right ] list_comprehension::right ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",lm
