idx,code,new_code,ast,label
290,"def truncate_number(number: float) -> float:
    return number - int(number)","def truncate_number(var_1: float) -> float:
    return var_1 - int(var_1)",module::left function_definition::left def truncate_number parameters::left ( typed_parameter::left var_1 : type::left float type::right typed_parameter::right ) parameters::right -> type::left float type::right : block::left return_statement::left return binary_operator::left var_1 - call::left int argument_list::left ( var_1 ) argument_list::right call::right binary_operator::right return_statement::right block::right function_definition::right module::right,lm
291,"def smallest_change(arr):
    changes = 0
    left = 0
    right = len(arr) - 1
    while left < right:
        if arr[left] != arr[right]:
            changes += 1
        left += 1
        right -= 1
    return changes","def smallest_change(var_1):
    var_2 = 0
    var_3 = 0
    var_4 = len(var_1) - 1
    while var_3 < var_4:
        if var_1[var_3] != var_1[var_4]:
            var_2 += 1
        var_3 += 1
        var_4 -= 1
    return var_2",module::left function_definition::left def smallest_change parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = 0 assignment::right expression_statement::right expression_statement::left assignment::left var_3 = 0 assignment::right expression_statement::right expression_statement::left assignment::left var_4 = binary_operator::left call::left len argument_list::left ( var_1 ) argument_list::right call::right - 1 binary_operator::right assignment::right expression_statement::right while_statement::left while comparison_operator::left var_3 < var_4 comparison_operator::right : block::left if_statement::left if comparison_operator::left subscript::left var_1 [ var_3 ] subscript::right != subscript::left var_1 [ var_4 ] subscript::right comparison_operator::right : block::left expression_statement::left augmented_assignment::left var_2 += 1 augmented_assignment::right expression_statement::right block::right if_statement::right expression_statement::left augmented_assignment::left var_3 += 1 augmented_assignment::right expression_statement::right expression_statement::left augmented_assignment::left var_4 -= 1 augmented_assignment::right expression_statement::right block::right while_statement::right return_statement::left return var_2 return_statement::right block::right function_definition::right module::right,lm
292,"def total_match(lst1, lst2):
    count1 = sum(len(s) for s in lst1)
    count2 = sum(len(s) for s in lst2)
    return lst1 if count1 <= count2 else lst2","def total_match(var_1, var_2):
    var_3 = sum(len(s) for s in var_1)
    var_4 = sum(len(s) for s in var_2)
    return var_1 if var_3 <= var_4 else var_2","module::left function_definition::left def total_match parameters::left ( var_1 , var_2 ) parameters::right : block::left expression_statement::left assignment::left var_3 = call::left sum generator_expression::left ( call::left len argument_list::left ( s ) argument_list::right call::right for_in_clause::left for s in var_1 for_in_clause::right ) generator_expression::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_4 = call::left sum generator_expression::left ( call::left len argument_list::left ( s ) argument_list::right call::right for_in_clause::left for s in var_2 for_in_clause::right ) generator_expression::right call::right assignment::right expression_statement::right return_statement::left return conditional_expression::left var_1 if comparison_operator::left var_3 <= var_4 comparison_operator::right else var_2 conditional_expression::right return_statement::right block::right function_definition::right module::right",lm
293,"def vowels_count(s):
    vowels = ""aeiouAEIOU""
    count = 0
    for char in s:
        if char in vowels:
            count += 1
    if len(s) > 0 and s[-1].lower() == 'y':
        count += 1
    return count","def vowels_count(var_1):
    var_2 = ""aeiouAEIOU""
    var_3 = 0
    for var_4 in var_1:
        if var_4 in var_2:
            var_3 += 1
    if len(var_1) > 0 and var_1[-1].lower() == 'y':
        var_3 += 1
    return var_3","module::left function_definition::left def vowels_count parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = string::left "" aeiouAEIOU "" string::right assignment::right expression_statement::right expression_statement::left assignment::left var_3 = 0 assignment::right expression_statement::right for_statement::left for var_4 in var_1 : block::left if_statement::left if comparison_operator::left var_4 in var_2 comparison_operator::right : block::left expression_statement::left augmented_assignment::left var_3 += 1 augmented_assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right if_statement::left if boolean_operator::left comparison_operator::left call::left len argument_list::left ( var_1 ) argument_list::right call::right > 0 comparison_operator::right and comparison_operator::left call::left attribute::left subscript::left var_1 [ unary_operator::left - 1 unary_operator::right ] subscript::right . lower attribute::right argument_list::left ( ) argument_list::right call::right == string::left ' y ' string::right comparison_operator::right boolean_operator::right : block::left expression_statement::left augmented_assignment::left var_3 += 1 augmented_assignment::right expression_statement::right block::right if_statement::right return_statement::left return var_3 return_statement::right block::right function_definition::right module::right",lm
294,"def histogram(test):
    dict1={}
    list1=test.split("" "")
    t=0

    for i in list1:
        if(list1.count(i)>t) and i!='':
            t=list1.count(i)
    if t>0:
        for i in list1:
            if(list1.count(i)==t):
                
                dict1[i]=t
    return dict1
","def histogram(var_1):
    var_2={}
    var_3=var_1.split("" "")
    var_4=0

    for var_5 in var_3:
        if(var_3.count(var_5)>var_4) and var_5!='':
            var_4=var_3.count(var_5)
    if var_4>0:
        for var_5 in var_3:
            if(var_3.count(var_5)==var_4):
                
                var_2[var_5]=var_4
    return var_2
","module::left function_definition::left def histogram parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = dictionary::left { } dictionary::right assignment::right expression_statement::right expression_statement::left assignment::left var_3 = call::left attribute::left var_1 . split attribute::right argument_list::left ( string::left ""   "" string::right ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_4 = 0 assignment::right expression_statement::right for_statement::left for var_5 in var_3 : block::left if_statement::left if boolean_operator::left parenthesized_expression::left ( comparison_operator::left call::left attribute::left var_3 . count attribute::right argument_list::left ( var_5 ) argument_list::right call::right > var_4 comparison_operator::right ) parenthesized_expression::right and comparison_operator::left var_5 != string::left ' ' string::right comparison_operator::right boolean_operator::right : block::left expression_statement::left assignment::left var_4 = call::left attribute::left var_3 . count attribute::right argument_list::left ( var_5 ) argument_list::right call::right assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right if_statement::left if comparison_operator::left var_4 > 0 comparison_operator::right : block::left for_statement::left for var_5 in var_3 : block::left if_statement::left if parenthesized_expression::left ( comparison_operator::left call::left attribute::left var_3 . count attribute::right argument_list::left ( var_5 ) argument_list::right call::right == var_4 comparison_operator::right ) parenthesized_expression::right : block::left expression_statement::left assignment::left subscript::left var_2 [ var_5 ] subscript::right = var_4 assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right block::right if_statement::right return_statement::left return var_2 return_statement::right block::right function_definition::right module::right",human
295,"def even_odd_palindrome(n):
    def is_palindrome(n):
        return str(n) == str(n)[::-1]

    even_palindrome_count = 0
    odd_palindrome_count = 0

    for i in range(1, n+1):
        if i%2 == 1 and is_palindrome(i):
                odd_palindrome_count += 1
        elif i%2 == 0 and is_palindrome(i):
            even_palindrome_count += 1
    return (even_palindrome_count, odd_palindrome_count)
","def even_odd_palindrome(var_1):
    def is_palindrome(var_1):
        return str(var_1) == str(var_1)[::-1]

    var_2 = 0
    var_3 = 0

    for var_4 in range(1, var_1+1):
        if var_4%2 == 1 and is_palindrome(var_4):
                var_3 += 1
        elif var_4%2 == 0 and is_palindrome(var_4):
            var_2 += 1
    return (var_2, var_3)
","module::left function_definition::left def even_odd_palindrome parameters::left ( var_1 ) parameters::right : block::left function_definition::left def is_palindrome parameters::left ( var_1 ) parameters::right : block::left return_statement::left return comparison_operator::left call::left str argument_list::left ( var_1 ) argument_list::right call::right == subscript::left call::left str argument_list::left ( var_1 ) argument_list::right call::right [ slice::left : : unary_operator::left - 1 unary_operator::right slice::right ] subscript::right comparison_operator::right return_statement::right block::right function_definition::right expression_statement::left assignment::left var_2 = 0 assignment::right expression_statement::right expression_statement::left assignment::left var_3 = 0 assignment::right expression_statement::right for_statement::left for var_4 in call::left range argument_list::left ( 1 , binary_operator::left var_1 + 1 binary_operator::right ) argument_list::right call::right : block::left if_statement::left if boolean_operator::left comparison_operator::left binary_operator::left var_4 % 2 binary_operator::right == 1 comparison_operator::right and call::left is_palindrome argument_list::left ( var_4 ) argument_list::right call::right boolean_operator::right : block::left expression_statement::left augmented_assignment::left var_3 += 1 augmented_assignment::right expression_statement::right block::right elif_clause::left elif boolean_operator::left comparison_operator::left binary_operator::left var_4 % 2 binary_operator::right == 0 comparison_operator::right and call::left is_palindrome argument_list::left ( var_4 ) argument_list::right call::right boolean_operator::right : block::left expression_statement::left augmented_assignment::left var_2 += 1 augmented_assignment::right expression_statement::right block::right elif_clause::right if_statement::right block::right for_statement::right return_statement::left return tuple::left ( var_2 , var_3 ) tuple::right return_statement::right block::right function_definition::right module::right",human
296,"def fib4(n: int):
    results = [0, 0, 2, 0]
    if n < 4:
        return results[n]

    for _ in range(4, n + 1):
        results.append(results[-1] + results[-2] + results[-3] + results[-4])
        results.pop(0)

    return results[-1]
","def fib4(var_1: int):
    var_2 = [0, 0, 2, 0]
    if var_1 < 4:
        return var_2[var_1]

    for var_3 in range(4, var_1 + 1):
        var_2.append(var_2[-1] + var_2[-2] + var_2[-3] + var_2[-4])
        var_2.pop(0)

    return var_2[-1]
","module::left function_definition::left def fib4 parameters::left ( typed_parameter::left var_1 : type::left int type::right typed_parameter::right ) parameters::right : block::left expression_statement::left assignment::left var_2 = list::left [ 0 , 0 , 2 , 0 ] list::right assignment::right expression_statement::right if_statement::left if comparison_operator::left var_1 < 4 comparison_operator::right : block::left return_statement::left return subscript::left var_2 [ var_1 ] subscript::right return_statement::right block::right if_statement::right for_statement::left for var_3 in call::left range argument_list::left ( 4 , binary_operator::left var_1 + 1 binary_operator::right ) argument_list::right call::right : block::left expression_statement::left call::left attribute::left var_2 . append attribute::right argument_list::left ( binary_operator::left binary_operator::left binary_operator::left subscript::left var_2 [ unary_operator::left - 1 unary_operator::right ] subscript::right + subscript::left var_2 [ unary_operator::left - 2 unary_operator::right ] subscript::right binary_operator::right + subscript::left var_2 [ unary_operator::left - 3 unary_operator::right ] subscript::right binary_operator::right + subscript::left var_2 [ unary_operator::left - 4 unary_operator::right ] subscript::right binary_operator::right ) argument_list::right call::right expression_statement::right expression_statement::left call::left attribute::left var_2 . pop attribute::right argument_list::left ( 0 ) argument_list::right call::right expression_statement::right block::right for_statement::right return_statement::left return subscript::left var_2 [ unary_operator::left - 1 unary_operator::right ] subscript::right return_statement::right block::right function_definition::right module::right",human
297,"def add(x: int, y: int) -> int:
    return x + y","def add(var_1: int, var_2: int) -> int:
    return var_1 + var_2","module::left function_definition::left def add parameters::left ( typed_parameter::left var_1 : type::left int type::right typed_parameter::right , typed_parameter::left var_2 : type::left int type::right typed_parameter::right ) parameters::right -> type::left int type::right : block::left return_statement::left return binary_operator::left var_1 + var_2 binary_operator::right return_statement::right block::right function_definition::right module::right",lm
298,"def below_threshold(l: list, t: int):
    for e in l:
        if e >= t:
            return False
    return True
","def below_threshold(var_1: list, var_2: int):
    for var_3 in var_1:
        if var_3 >= var_2:
            return False
    return True
","module::left function_definition::left def below_threshold parameters::left ( typed_parameter::left var_1 : type::left list type::right typed_parameter::right , typed_parameter::left var_2 : type::left int type::right typed_parameter::right ) parameters::right : block::left for_statement::left for var_3 in var_1 : block::left if_statement::left if comparison_operator::left var_3 >= var_2 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return True return_statement::right block::right function_definition::right module::right",human
299,"from typing import List


def separate_paren_groups(paren_string: str) -> List[str]:
    result = []
    current_string = []
    current_depth = 0

    for c in paren_string:
        if c == '(':
            current_depth += 1
            current_string.append(c)
        elif c == ')':
            current_depth -= 1
            current_string.append(c)

            if current_depth == 0:
                result.append(''.join(current_string))
                current_string.clear()

    return result
","from typing import List


def separate_paren_groups(var_1: str) -> List[str]:
    var_2 = []
    var_3 = []
    var_4 = 0

    for var_5 in var_1:
        if var_5 == '(':
            var_4 += 1
            var_3.append(var_5)
        elif var_5 == ')':
            var_4 -= 1
            var_3.append(var_5)

            if var_4 == 0:
                var_2.append(''.join(var_3))
                var_3.clear()

    return var_2
",module::left import_from_statement::left from dotted_name::left typing dotted_name::right import dotted_name::left List dotted_name::right import_from_statement::right function_definition::left def separate_paren_groups parameters::left ( typed_parameter::left var_1 : type::left str type::right typed_parameter::right ) parameters::right -> type::left generic_type::left List type_parameter::left [ type::left str type::right ] type_parameter::right generic_type::right type::right : block::left expression_statement::left assignment::left var_2 = list::left [ ] list::right assignment::right expression_statement::right expression_statement::left assignment::left var_3 = list::left [ ] list::right assignment::right expression_statement::right expression_statement::left assignment::left var_4 = 0 assignment::right expression_statement::right for_statement::left for var_5 in var_1 : block::left if_statement::left if comparison_operator::left var_5 == string::left ' ( ' string::right comparison_operator::right : block::left expression_statement::left augmented_assignment::left var_4 += 1 augmented_assignment::right expression_statement::right expression_statement::left call::left attribute::left var_3 . append attribute::right argument_list::left ( var_5 ) argument_list::right call::right expression_statement::right block::right elif_clause::left elif comparison_operator::left var_5 == string::left ' ) ' string::right comparison_operator::right : block::left expression_statement::left augmented_assignment::left var_4 -= 1 augmented_assignment::right expression_statement::right expression_statement::left call::left attribute::left var_3 . append attribute::right argument_list::left ( var_5 ) argument_list::right call::right expression_statement::right if_statement::left if comparison_operator::left var_4 == 0 comparison_operator::right : block::left expression_statement::left call::left attribute::left var_2 . append attribute::right argument_list::left ( call::left attribute::left string::left ' ' string::right . join attribute::right argument_list::left ( var_3 ) argument_list::right call::right ) argument_list::right call::right expression_statement::right expression_statement::left call::left attribute::left var_3 . clear attribute::right argument_list::left ( ) argument_list::right call::right expression_statement::right block::right if_statement::right block::right elif_clause::right if_statement::right block::right for_statement::right return_statement::left return var_2 return_statement::right block::right function_definition::right module::right,human
300,"def max_element(l: list):
    m = l[0]
    for e in l:
        if e > m:
            m = e
    return m
","def max_element(var_1: list):
    var_2 = var_1[0]
    for var_3 in var_1:
        if var_3 > var_2:
            var_2 = var_3
    return var_2
",module::left function_definition::left def max_element parameters::left ( typed_parameter::left var_1 : type::left list type::right typed_parameter::right ) parameters::right : block::left expression_statement::left assignment::left var_2 = subscript::left var_1 [ 0 ] subscript::right assignment::right expression_statement::right for_statement::left for var_3 in var_1 : block::left if_statement::left if comparison_operator::left var_3 > var_2 comparison_operator::right : block::left expression_statement::left assignment::left var_2 = var_3 assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return var_2 return_statement::right block::right function_definition::right module::right,human
301,"def count_nums(arr):
    def digits_sum(n):
        neg = 1
        if n < 0: n, neg = -1 * n, -1 
        n = [int(i) for i in str(n)]
        n[0] = n[0] * neg
        return sum(n)
    return len(list(filter(lambda x: x > 0, [digits_sum(i) for i in arr])))
","def count_nums(var_1):
    def digits_sum(var_2):
        var_3 = 1
        if var_2 < 0: var_2, var_3 = -1 * var_2, -1 
        var_2 = [int(i) for i in str(var_2)]
        var_2[0] = var_2[0] * var_3
        return sum(var_2)
    return len(list(filter(lambda x: x > 0, [digits_sum(i) for i in var_1])))
","module::left function_definition::left def count_nums parameters::left ( var_1 ) parameters::right : block::left function_definition::left def digits_sum parameters::left ( var_2 ) parameters::right : block::left expression_statement::left assignment::left var_3 = 1 assignment::right expression_statement::right if_statement::left if comparison_operator::left var_2 < 0 comparison_operator::right : block::left expression_statement::left assignment::left pattern_list::left var_2 , var_3 pattern_list::right = expression_list::left binary_operator::left unary_operator::left - 1 unary_operator::right * var_2 binary_operator::right , unary_operator::left - 1 unary_operator::right expression_list::right assignment::right expression_statement::right block::right if_statement::right expression_statement::left assignment::left var_2 = list_comprehension::left [ call::left int argument_list::left ( i ) argument_list::right call::right for_in_clause::left for i in call::left str argument_list::left ( var_2 ) argument_list::right call::right for_in_clause::right ] list_comprehension::right assignment::right expression_statement::right expression_statement::left assignment::left subscript::left var_2 [ 0 ] subscript::right = binary_operator::left subscript::left var_2 [ 0 ] subscript::right * var_3 binary_operator::right assignment::right expression_statement::right return_statement::left return call::left sum argument_list::left ( var_2 ) argument_list::right call::right return_statement::right block::right function_definition::right return_statement::left return call::left len argument_list::left ( call::left list argument_list::left ( call::left filter argument_list::left ( lambda::left lambda lambda_parameters::left x lambda_parameters::right : comparison_operator::left x > 0 comparison_operator::right lambda::right , list_comprehension::left [ call::left digits_sum argument_list::left ( i ) argument_list::right call::right for_in_clause::left for i in var_1 for_in_clause::right ] list_comprehension::right ) argument_list::right call::right ) argument_list::right call::right ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",human
302,"def common(l1: list, l2: list):
    ret = set()
    for e1 in l1:
        for e2 in l2:
            if e1 == e2:
                ret.add(e1)
    return sorted(list(ret))
","def common(var_1: list, var_2: list):
    var_3 = set()
    for var_4 in var_1:
        for var_5 in var_2:
            if var_4 == var_5:
                var_3.add(var_4)
    return sorted(list(var_3))
","module::left function_definition::left def common parameters::left ( typed_parameter::left var_1 : type::left list type::right typed_parameter::right , typed_parameter::left var_2 : type::left list type::right typed_parameter::right ) parameters::right : block::left expression_statement::left assignment::left var_3 = call::left set argument_list::left ( ) argument_list::right call::right assignment::right expression_statement::right for_statement::left for var_4 in var_1 : block::left for_statement::left for var_5 in var_2 : block::left if_statement::left if comparison_operator::left var_4 == var_5 comparison_operator::right : block::left expression_statement::left call::left attribute::left var_3 . add attribute::right argument_list::left ( var_4 ) argument_list::right call::right expression_statement::right block::right if_statement::right block::right for_statement::right block::right for_statement::right return_statement::left return call::left sorted argument_list::left ( call::left list argument_list::left ( var_3 ) argument_list::right call::right ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",human
303,"def triples_sum_to_zero(l: list):
    n = len(l)
    l.sort()
    for i in range(n - 2):
        left = i + 1
        right = n - 1
        while left < right:
            current_sum = l[i] + l[left] + l[right]
            if current_sum == 0:
                return True
            elif current_sum < 0:
                left += 1
            else:
                right -= 1
    return False","def triples_sum_to_zero(var_1: list):
    var_2 = len(var_1)
    var_1.sort()
    for var_3 in range(var_2 - 2):
        var_4 = var_3 + 1
        var_5 = var_2 - 1
        while var_4 < var_5:
            var_6 = var_1[var_3] + var_1[var_4] + var_1[var_5]
            if var_6 == 0:
                return True
            elif var_6 < 0:
                var_4 += 1
            else:
                var_5 -= 1
    return False",module::left function_definition::left def triples_sum_to_zero parameters::left ( typed_parameter::left var_1 : type::left list type::right typed_parameter::right ) parameters::right : block::left expression_statement::left assignment::left var_2 = call::left len argument_list::left ( var_1 ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left call::left attribute::left var_1 . sort attribute::right argument_list::left ( ) argument_list::right call::right expression_statement::right for_statement::left for var_3 in call::left range argument_list::left ( binary_operator::left var_2 - 2 binary_operator::right ) argument_list::right call::right : block::left expression_statement::left assignment::left var_4 = binary_operator::left var_3 + 1 binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left var_5 = binary_operator::left var_2 - 1 binary_operator::right assignment::right expression_statement::right while_statement::left while comparison_operator::left var_4 < var_5 comparison_operator::right : block::left expression_statement::left assignment::left var_6 = binary_operator::left binary_operator::left subscript::left var_1 [ var_3 ] subscript::right + subscript::left var_1 [ var_4 ] subscript::right binary_operator::right + subscript::left var_1 [ var_5 ] subscript::right binary_operator::right assignment::right expression_statement::right if_statement::left if comparison_operator::left var_6 == 0 comparison_operator::right : block::left return_statement::left return True return_statement::right block::right elif_clause::left elif comparison_operator::left var_6 < 0 comparison_operator::right : block::left expression_statement::left augmented_assignment::left var_4 += 1 augmented_assignment::right expression_statement::right block::right elif_clause::right else_clause::left else : block::left expression_statement::left augmented_assignment::left var_5 -= 1 augmented_assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right while_statement::right block::right for_statement::right return_statement::left return False return_statement::right block::right function_definition::right module::right,lm
304,"from typing import List

def concatenate(strings: List[str]) -> str:
    return ''.join(strings)","from typing import List

def concatenate(var_1: List[str]) -> str:
    return ''.join(var_1)",module::left import_from_statement::left from dotted_name::left typing dotted_name::right import dotted_name::left List dotted_name::right import_from_statement::right function_definition::left def concatenate parameters::left ( typed_parameter::left var_1 : type::left generic_type::left List type_parameter::left [ type::left str type::right ] type_parameter::right generic_type::right type::right typed_parameter::right ) parameters::right -> type::left str type::right : block::left return_statement::left return call::left attribute::left string::left ' ' string::right . join attribute::right argument_list::left ( var_1 ) argument_list::right call::right return_statement::right block::right function_definition::right module::right,lm
305,"def odd_count(lst):
    result = []
    for s in lst:
        odd_count = sum(1 for char in s if int(char) % 2 != 0)
        replaced_string = f""the number of odd elements {odd_count}n the str{odd_count}ng {odd_count} of the {odd_count}nput.""
        result.append(replaced_string)
    return result","def var_4(var_1):
    var_2 = []
    for var_3 in var_1:
        var_4 = sum(1 for char in var_3 if int(char) % 2 != 0)
        var_5 = f""the number of odd elements {var_4}n the str{var_4}ng {var_4} of the {var_4}nput.""
        var_2.append(var_5)
    return var_2","module::left function_definition::left def var_4 parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for var_3 in var_1 : block::left expression_statement::left assignment::left var_4 = call::left sum generator_expression::left ( 1 for_in_clause::left for char in var_3 for_in_clause::right if_clause::left if comparison_operator::left binary_operator::left call::left int argument_list::left ( char ) argument_list::right call::right % 2 binary_operator::right != 0 comparison_operator::right if_clause::right ) generator_expression::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_5 = string::left f"" the number of odd elements  interpolation::left { var_4 } interpolation::right n the str interpolation::left { var_4 } interpolation::right ng  interpolation::left { var_4 } interpolation::right  of the  interpolation::left { var_4 } interpolation::right nput. "" string::right assignment::right expression_statement::right expression_statement::left call::left attribute::left var_2 . append attribute::right argument_list::left ( var_5 ) argument_list::right call::right expression_statement::right block::right for_statement::right return_statement::left return var_2 return_statement::right block::right function_definition::right module::right",lm
306,"from typing import List


def all_prefixes(string: str) -> List[str]:
    result = []

    for i in range(len(string)):
        result.append(string[:i+1])
    return result
","from typing import List


def all_prefixes(var_1: str) -> List[str]:
    var_2 = []

    for var_3 in range(len(var_1)):
        var_2.append(var_1[:var_3+1])
    return var_2
",module::left import_from_statement::left from dotted_name::left typing dotted_name::right import dotted_name::left List dotted_name::right import_from_statement::right function_definition::left def all_prefixes parameters::left ( typed_parameter::left var_1 : type::left str type::right typed_parameter::right ) parameters::right -> type::left generic_type::left List type_parameter::left [ type::left str type::right ] type_parameter::right generic_type::right type::right : block::left expression_statement::left assignment::left var_2 = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for var_3 in call::left range argument_list::left ( call::left len argument_list::left ( var_1 ) argument_list::right call::right ) argument_list::right call::right : block::left expression_statement::left call::left attribute::left var_2 . append attribute::right argument_list::left ( subscript::left var_1 [ slice::left : binary_operator::left var_3 + 1 binary_operator::right slice::right ] subscript::right ) argument_list::right call::right expression_statement::right block::right for_statement::right return_statement::left return var_2 return_statement::right block::right function_definition::right module::right,human
307,"def greatest_common_divisor(a: int, b: int) -> int:
    while b:
        a, b = b, a % b
    return a","def greatest_common_divisor(var_1: int, var_2: int) -> int:
    while var_2:
        var_1, var_2 = var_2, var_1 % var_2
    return var_1","module::left function_definition::left def greatest_common_divisor parameters::left ( typed_parameter::left var_1 : type::left int type::right typed_parameter::right , typed_parameter::left var_2 : type::left int type::right typed_parameter::right ) parameters::right -> type::left int type::right : block::left while_statement::left while var_2 : block::left expression_statement::left assignment::left pattern_list::left var_1 , var_2 pattern_list::right = expression_list::left var_2 , binary_operator::left var_1 % var_2 binary_operator::right expression_list::right assignment::right expression_statement::right block::right while_statement::right return_statement::left return var_1 return_statement::right block::right function_definition::right module::right",lm
308,"def select_words(s, n):
    result = []
    for word in s.split():
        n_consonants = 0
        for i in range(0, len(word)):
            if word[i].lower() not in [""a"",""e"",""i"",""o"",""u""]:
                n_consonants += 1 
        if n_consonants == n:
            result.append(word)
    return result

","def select_words(var_1, var_2):
    var_3 = []
    for var_4 in var_1.split():
        var_5 = 0
        for var_6 in range(0, len(var_4)):
            if var_4[var_6].lower() not in [""a"",""e"",""i"",""o"",""u""]:
                var_5 += 1 
        if var_5 == var_2:
            var_3.append(var_4)
    return var_3

","module::left function_definition::left def select_words parameters::left ( var_1 , var_2 ) parameters::right : block::left expression_statement::left assignment::left var_3 = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for var_4 in call::left attribute::left var_1 . split attribute::right argument_list::left ( ) argument_list::right call::right : block::left expression_statement::left assignment::left var_5 = 0 assignment::right expression_statement::right for_statement::left for var_6 in call::left range argument_list::left ( 0 , call::left len argument_list::left ( var_4 ) argument_list::right call::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left call::left attribute::left subscript::left var_4 [ var_6 ] subscript::right . lower attribute::right argument_list::left ( ) argument_list::right call::right not in list::left [ string::left "" a "" string::right , string::left "" e "" string::right , string::left "" i "" string::right , string::left "" o "" string::right , string::left "" u "" string::right ] list::right comparison_operator::right : block::left expression_statement::left augmented_assignment::left var_5 += 1 augmented_assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right if_statement::left if comparison_operator::left var_5 == var_2 comparison_operator::right : block::left expression_statement::left call::left attribute::left var_3 . append attribute::right argument_list::left ( var_4 ) argument_list::right call::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return var_3 return_statement::right block::right function_definition::right module::right",human
309,"def strlen(string: str) -> int:
    return len(string)
","def strlen(var_1: str) -> int:
    return len(var_1)
",module::left function_definition::left def strlen parameters::left ( typed_parameter::left var_1 : type::left str type::right typed_parameter::right ) parameters::right -> type::left int type::right : block::left return_statement::left return call::left len argument_list::left ( var_1 ) argument_list::right call::right return_statement::right block::right function_definition::right module::right,human
